%   Sensor                 x[m]                 y[m]
       162      0.7179790365875    -0.02058711407602
       163      0.7176411700368    -0.02063465484718
       164      0.7169467161811    -0.02073242363504
       165      0.7157764670998    -0.02089733581676
       166      0.7142569677398    -0.02111175348695
       167      0.7125528611058    -0.02135259576777
       168      0.7108488071076    -0.02159381020262
       169      0.7093294434589    -0.02180918740122
       170      0.7081593559407    -0.02197524189345
       171      0.7074650214269    -0.02207385447207
       172      0.7070982733339    -0.02212596416765
       173      0.7062706724582    -0.02224360895101
       174      0.7048760502238    -0.02244202765206
       175      0.7030652139132    -0.02269999285988
       176      0.7010343776988    -0.02298975922185
       177      0.6990036125209    -0.02328002298626
       178      0.6971929593648    -0.02353927065175
       179      0.6957985551742    -0.02373921610787
       180      0.6949711153608    -0.02385798865972
       181      0.6945871479765    -0.02391313176725
       182      0.6938211937164    -0.02402319209825
       183      0.6925304617416    -0.02420886557535
       184      0.6908545318713     -0.0244503303828
       185      0.6889750023863    -0.02472162517423
       186      0.6870955445279    -0.02499341574302
       187      0.6854197993333    -0.02523615881816
       188      0.6841292872135    -0.02542335406218
       189      0.6833634953537    -0.02553453847708
       190      0.6829536990864    -0.02559405329339
       191      0.6820189109155    -0.02572983737006
       192       0.680443652751    -0.02595876776497
       193      0.6783982365405    -0.02625614588691
       194      0.6761042485045    -0.02658966241693
       195      0.6738102329355      -0.026922989434
       196      0.6717647457364    -0.02721987893285
       197      0.6701894030606    -0.02744822762608
       198      0.6692545524638    -0.02758358201705
       199      0.6688483322826    -0.02764235785673
       200      0.6680974473151    -0.02775093447963
       201      0.6668320562232    -0.02793373530496
       202       0.665188946998    -0.02817088581014
       203      0.6633461422001    -0.02843675424609
       204      0.6615033530872    -0.02870273129279
       205      0.6598602843031    -0.02894016183014
       206       0.658594941356    -0.02912329603142
       207      0.6578440919517     -0.0292321189092
       208      0.6574509727514    -0.02928910890439
       209      0.6565704630499    -0.02941688249793
       210      0.6550867480206    -0.02963285588466
       211      0.6531603591084     -0.0299145480036
       212      0.6510001155296    -0.03023221736017
       213      0.6488401538244    -0.03055179715582
       214      0.6469144916697    -0.03083841497877
       215       0.645431641839    -0.03106025237468
       216      0.6445517712339    -0.03119235753718
       217       0.644119457677      -0.031257323738
       218      0.6432052901029    -0.03139471306091
       219      0.6416648156394    -0.03162657503224
       220      0.6396646067612    -0.03192803291783
       221      0.6374213354186    -0.03226622869151
       222      0.6351780050239    -0.03260403209729
       223      0.6331776438915    -0.03290447833683
       224      0.6316369881705    -0.03313513595204
       225      0.6307226867069    -0.03327163565296
       226      0.6302651114209    -0.03333983050155
       227      0.6292805474046     -0.0334862756882
       228      0.6276212310197    -0.03373207799662
       229      0.6254663189617    -0.03404913995669
       230      0.6230490328133    -0.03440143748843
       231      0.6206311625926    -0.03474969942051
       232      0.6184747446151    -0.03505635635401
       233      0.6168136354458    -0.03528977156581
       234      0.6158277471529    -0.03542706677309
       235      0.6154160131732    -0.03548414550724
       236      0.6146933255192    -0.03558405234628
       237      0.6134753596379    -0.03575156878309
       238      0.6118936729767    -0.03596771535849
       239      0.6101195680858    -0.03620865563326
       240      0.6083453108332    -0.03644847266995
       241       0.606763231336    -0.03666172318948
       242      0.6055447977868    -0.03682579189613
       243      0.6048217646804    -0.03692315199959
       244      0.6045267465751    -0.03696288136906
       245      0.6040255089391    -0.03703039701585
       246      0.6031808532995    -0.03714427766806
       247      0.6020841217473    -0.03729239694151
       248      0.6008541650542    -0.03745893819424
       249      0.5996242830351    -0.03762602969361
       250       0.598527744016     -0.0377755676734
       251      0.5976833175853    -0.03789113728358
       252      0.5971822492591    -0.03795990051333
       253      0.5969502683518    -0.03799176786836
       254      0.5964886533358    -0.03805521014719
       255      0.5957107791496    -0.03816229857667
       256      0.5947007714085    -0.03830165952651
       257      0.5935680728886    -0.03845833155342
       258      0.5924354225891    -0.03861535188781
       259      0.5914255391752    -0.03875561088229
       260      0.5906478129995    -0.03886376842637
       261      0.5901863073143    -0.03892800042831
       262      0.5899509473071    -0.03896077083476
       263      0.5894357526496    -0.03903253242721
       264      0.5885675740225    -0.03915353790647
       265      0.5874402809558    -0.03931076894019
       266      0.5861760046906    -0.03948719689091
       267      0.5849117322321    -0.03966365212595
       268      0.5837844489802    -0.03982095350709
       269      0.5829162820376    -0.03994204273436
       270      0.5824010960111    -0.04001386618897
       271       0.582139730206    -0.04005029279385
       272      0.5815702950762    -0.04012962431338
       273      0.5806106871696    -0.04026320844872
       274      0.5793646307395     -0.0404364533699
       275       0.577967101825    -0.04063043688664
       276       0.576569521453    -0.04082404926764
       277      0.5753233323494    -0.04099633728584
       278       0.574363566496    -0.04112878223624
       279      0.5737940146957    -0.04120727227376
       280      0.5735384389038    -0.04124246652971
       281      0.5730473997811    -0.04131003787775
       282      0.5722198967704    -0.04142376386949
       283      0.5711453659989    -0.04157115459778
       284      0.5699401969777    -0.04173606082753
       285      0.5687349673873    -0.04190052374063
       286      0.5676602804499    -0.04204677146122
       287       0.566832591525    -0.04215913671191
       288      0.5663414150731    -0.04222570292106
       289       0.566057980817    -0.04226407996524
       290      0.5653729484897    -0.04235670857443
       291      0.5642184972486    -0.04251238693316
       292      0.5627193675828    -0.04271377218548
       293      0.5610379213316    -0.04293864650192
       294      0.5593563418522    -0.04316252254371
       295      0.5578568686829    -0.04336133393458
       296      0.5567020085036    -0.04351394813291
       297      0.5560166741059    -0.04360431333805
       298      0.5556759527004    -0.04364918506369
       299      0.5549473545128    -0.04374502118451
       300       0.553719498452    -0.04390617285994
       301      0.5521250752159    -0.04411479792168
       302       0.550336783077    -0.04434797959714
       303      0.5485483882262    -0.04458037233352
       304      0.5469537001669    -0.04478696326584
       305      0.5457255288364    -0.04494569332731
       306      0.5449966977685      -0.045039740674
       307      0.5446535679523    -0.04508397625098
       308      0.5439584722762    -0.04517349248991
       309      0.5427870843468    -0.04532407394681
       310      0.5412659963831    -0.04551906449872
       311      0.5395599559743    -0.04573697379758
       312      0.5378538020689    -0.04595399247274
       313      0.5363324214756    -0.04614668672072
       314      0.5351606851732    -0.04629453444713
       315      0.5344653321644    -0.04638203136074
       316       0.534109865758      -0.046426694841
       317       0.533330092321    -0.04652450068402
       318      0.5320159691973    -0.04668874707954
       319      0.5303094731014    -0.04690092333972
       320      0.5283954037018    -0.04713737851697
       321      0.5264811330345    -0.04737219853115
       322      0.5247741180084    -0.04758015883418
       323      0.5234593771027    -0.04773938616817
       324      0.5226791473284    -0.04783348457992
       325      0.5223295353542    -0.04787555643664
       326      0.5216589447463    -0.04795609993546
       327      0.5205288284683    -0.04809135310287
       328      0.5190612912108     -0.0482660800421
       329      0.5174152640632    -0.04846082934759
       330      0.5157690848568    -0.04865428907756
       331      0.5143011555443    -0.04882569109146
       332       0.513170572528    -0.04895698596324
       333      0.5124996371546    -0.04903460558695
       334      0.5121628692314    -0.04907348244071
       335      0.5114362757965     -0.0491571712618
       336      0.5102117752408    -0.04929762130657
       337      0.5086216641774    -0.04947890534588
       338      0.5068381442979    -0.04968075718162
       339      0.5050544497632    -0.04988105976571
       340      0.5034638883843    -0.05005834935417
       341      0.5022388517319     -0.0501940440388
       342      0.5015118622983    -0.05027422021699
       343      0.5011733535682    -0.05031146301549
       344      0.5004955951895    -0.05038585938091
       345      0.4993534014646    -0.05051072347038
       346      0.4978701849837    -0.05067190536489
       347      0.4962065778398    -0.05085139185467
       348      0.4945428242545    -0.05102951575927
       349      0.4930592302022    -0.05118718448688
       350      0.4919165869817    -0.05130786618071
       351       0.491238496574    -0.05137917313502
       352      0.4909072190063    -0.05141392497586
       353      0.4902105662718    -0.05148682279918
       354      0.4890365297546    -0.05160911506584
       355      0.4875119613103    -0.05176686803657
       356       0.485801970376    -0.05194238456795
       357       0.484091826268    -0.05211640224756
       358      0.4825668628944    -0.05227029071394
       359      0.4813923562173    -0.05238798232067
       360      0.4806953561897    -0.05245748177351
       361      0.4803500536316    -0.05249181746805
       362      0.4796141080895    -0.05256478698107
       363      0.4783738492401    -0.05268710603986
       364      0.4767632782122    -0.05284470200593
       365      0.4749568123285    -0.05301975725632
       366      0.4731501698011    -0.05319297963876
       367      0.4715391433311    -0.05334584990321
       368      0.4702983422816    -0.05346254305398
       369      0.4695619962325    -0.05353135687628
       370      0.4692302316389    -0.05356225378417
       371      0.4685898183545    -0.05362170473124
       372      0.4675105594968    -0.05372132403007
       373      0.4661090660597    -0.05384960378176
       374      0.4645371178696    -0.05399200519069
       375      0.4629650272597    -0.05413282536134
       376      0.4615631666204    -0.05425702819072
       377      0.4604834706116    -0.05435179394783
       378      0.4598427344168    -0.05440765972817
       379      0.4595673193334    -0.05443158714928
       380      0.4590651379925    -0.05447508126777
       381      0.4582188429381    -0.05454798552838
       382      0.4571198841389    -0.05464191096752
       383      0.4558872857491    -0.05474624482445
       384      0.4546545965341    -0.05484949994118
       385      0.4535554035593    -0.05494064405374
       386      0.4527088297209    -0.05501023716844
       387      0.4522064424505    -0.05505128544206
       388       0.451995209262    -0.05506848872501
       389      0.4516210211221    -0.05509888180303
       390      0.4509904314713    -0.05514986190693
       391      0.4501715894591    -0.05521561174888
       392      0.4492531875752    -0.05528874811031
       393      0.4483347347439    -0.05536124183061
       394      0.4475157613733    -0.05542533474458
       395      0.4468850153415    -0.05547434228964
       396      0.4465107116876    -0.05550327829718
       397       0.446326468988    -0.05551748207757
       398      0.4459361985432    -0.05554748466827
       399      0.4452785065936    -0.05559778202272
       400      0.4444244715245    -0.05566260254698
       401      0.4434665984068    -0.05573464525949
       402      0.4425086736618    -0.05580599824272
       403      0.4416545054816    -0.05586904043112
       404      0.4409966550644    -0.05591722069169
       405      0.4406062675642     -0.0559456594482
       406      0.4404147012706    -0.05595957303553
       407      0.4400101230437    -0.05598886810325
       408      0.4393283203931    -0.05603796175495
       409      0.4384429787901    -0.05610119810344
       410      0.4374499954585    -0.05617143592477
       411      0.4364569615156     -0.0562409545571
       412      0.4355714894209    -0.05630233661344
       413      0.4348895314209    -0.05634922274592
       414      0.4344848384421    -0.05637688718494
       415       0.434259340409    -0.05639225035342
       416      0.4337282536646    -0.05642828889078
       417       0.432833250752    -0.05648856483445
       418      0.4316710514897    -0.05656597497206
       419      0.4303675357348    -0.05665163328356
       420       0.429063939437    -0.05673605688996
       421      0.4279015325101    -0.05681028357516
       422      0.4270062823744    -0.05686676964554
       423      0.4264750130137    -0.05690000871636
       424       0.426172292544    -0.05691885414935
       425      0.4254473181889    -0.05696370775038
       426       0.424225554308    -0.05703840565075
       427      0.4226390143654    -0.05713372347821
       428      0.4208595270352    -0.05723835104587
       429      0.4190798985274    -0.05734054875986
       430      0.4174929945851    -0.05742960167154
       431      0.4162707973656    -0.05749684124237
       432      0.4155455029161    -0.05753618559748
       433      0.4151926041473    -0.05755517581174
       434        0.41445342846    -0.05759462169149
       435      0.4132077319964    -0.05766008697347
       436      0.4115901152913    -0.05774317721727
       437      0.4097757749181    -0.05783374335881
       438      0.4079612956158    -0.05792148070339
       439      0.4063433207086    -0.05799727743195
       440      0.4050971978083    -0.05805405984538
       441       0.404357707125    -0.05808709194871
       442      0.4040436833766    -0.05810096839114
       443      0.4034800353807    -0.05812564820961
       444      0.4025301614339    -0.05816657590819
       445      0.4012967155632    -0.05821848192099
       446      0.3999133008341     -0.0582750362435
       447      0.3985298156644    -0.05832984046213
       448      0.3972961881764    -0.05837723416477
       449      0.3963460980157    -0.05841278999605
       450       0.395782290309    -0.05843350177613
       451      0.3955277894133    -0.05844275648675
       452      0.3950354648144    -0.05846049277688
       453       0.394205795207    -0.05848988537195
       454       0.393128453915    -0.05852712338697
       455      0.3919201424784    -0.05856764270304
       456      0.3907117877493    -0.05860684981675
       457      0.3896343348356    -0.05864070456742
       458      0.3888045323437    -0.05866606941474
       459      0.3883121095869    -0.05868083052755
       460      0.3880697250581    -0.05868801689059
       461      0.3875562946868    -0.05870306642266
       462      0.3866910604165    -0.05872789692941
       463      0.3855675434063    -0.05875914714215
       464      0.3843074505388    -0.05879286573995
       465      0.3830473209497    -0.05882518301415
       466      0.3819237092598     -0.0588528201804
       467      0.3810583622742     -0.0588733493857
       468      0.3805448486434    -0.05888522167449
       469      0.3803062578421    -0.05889065933735
       470       0.379829662536    -0.05890137237765
       471       0.379026507608    -0.05891897742539
       472      0.3779836099706     -0.0589409992191
       473      0.3768139475829    -0.05896457373508
       474      0.3756442619183    -0.05898696370815
       475      0.3746013042657    -0.05900593138313
       476      0.3737980778901    -0.05901990052822
       477      0.3733214298078    -0.05902792783551
       478      0.3731192842823    -0.05903127325337
       479      0.3727570655845    -0.05903717992764
       480      0.3721466614738    -0.05904687887902
       481      0.3713540582824    -0.05905899587056
       482      0.3704651225421    -0.05907194505542
       483      0.3695761772073    -0.05908421796866
       484      0.3687835492785     -0.0590945913224
       485      0.3681731157181    -0.05910221448763
       486      0.3678108752668    -0.05910658784049
       487      0.3676077593896    -0.05910899110016
       488      0.3671271048267    -0.05911453809002
       489      0.3663171143344     -0.0591234404377
       490      0.3652653501332    -0.05913416678191
       491      0.3640857560022    -0.05914507827789
       492      0.3629061515395    -0.05915480908901
       493      0.3618543606995    -0.05916249126172
       494      0.3610443384941    -0.05916776954885
       495      0.3605636605055     -0.0591706395531
       496      0.3602821432067    -0.05917222995236
       497        0.35959457311    -0.05917583282548
       498      0.3584358922249    -0.05918100288326
       499      0.3569313593325    -0.05918603779676
       500       0.355243974364    -0.05918944624131
       501      0.3535565862661    -0.05919050891566
       502       0.352052045305    -0.05918949570661
       503      0.3508933548142    -0.05918746552536
       504       0.350205777622    -0.05918574979634
       505      0.3499380328451    -0.05918497913888
       506      0.3495145158813    -0.05918364306735
       507      0.3488008188203    -0.05918106783437
       508      0.3478741016835     -0.0591771199708
       509      0.3468347666296    -0.05917188461095
       510      0.3457954361968    -0.05916580015278
       511      0.3448687309743    -0.05915966305058
       512      0.3441550480973    -0.05915448154741
       513      0.3437315416108    -0.05915122030171
       514      0.3435687830323     -0.0591499301362
       515      0.3433168705217    -0.05914789308803
       516      0.3428923564863     -0.0591443499681
       517      0.3423411370581    -0.05913954322783
       518      0.3417229322461    -0.05913387638715
       519      0.3411047301649    -0.05912791904028
       520      0.3405535177776    -0.05912236328504
       521      0.3401290121241    -0.05911792846908
       522      0.3398771058051    -0.05911523275161
       523      0.3397276175282    -0.05911361052824
       524      0.3393591751355    -0.05910954079766
       525      0.3387382899579    -0.05910245328198
       526      0.3379320900947    -0.05909282266198
       527      0.3370279221088    -0.05908145014523
       528      0.3361237618713    -0.05906947730071
       529      0.3353175819855    -0.05905829884966
       530      0.3346967205907    -0.05904936865413
       531      0.3343282957658    -0.05904393779082
       532      0.3340990453172    -0.05904050806982
       533      0.3335161233671    -0.05903161719368
       534      0.3325338082772    -0.05901608997244
       535      0.3312583096058    -0.05899491171498
       536      0.3298278250785    -0.05896979947908
       537      0.3283973663806    -0.05894325634196
       538      0.3271219343051    -0.05891838877768
       539      0.3261396984971     -0.0588984694677
       540      0.3255568351102    -0.05888633428642
       541      0.3252822143501    -0.05888053390148
       542       0.324725450462    -0.05886860888642
       543      0.3237872185191    -0.05884802079798
       544      0.3225689651991     -0.0588203629956
       545      0.3212026887272    -0.05878809706778
       546      0.3198364441489    -0.05875450792901
       547      0.3186182730607    -0.05872343847873
       548      0.3176801390141    -0.05869878885215
       549      0.3171234474392    -0.05868386369983
       550      0.3168568124796    -0.05867663814256
       551      0.3163070167237    -0.05866157881104
       552      0.3153805305027     -0.0586357017796
       553      0.3141775345092    -0.05860117186445
       554      0.3128283768125    -0.05856120781199
       555      0.3114792581011    -0.05851994828389
       556      0.3102763626239    -0.05848207823104
       557      0.3093499960667    -0.05845222479375
       558      0.3088002887029    -0.05843422820966
       559      0.3085860956449    -0.05842715978189
       560      0.3082469377901    -0.05841590440465
       561       0.307675405541    -0.05839676040162
       562      0.3069332956892    -0.05837157326482
       563      0.3061010145944    -0.05834288639603
       564      0.3052687494712     -0.0583137397846
       565      0.3045266807995    -0.05828736728878
       566      0.3039551975748     -0.0582668121258
       567      0.3036160759329    -0.05825451436674
       568      0.3034069887093    -0.05824689504651
       569      0.3028784387182    -0.05822750878989
       570      0.3019877570285    -0.05819443628232
       571      0.3008312551209    -0.05815074441241
       572      0.2995342443066    -0.05810075056604
       573      0.2982372737292    -0.05804972329542
       574      0.2970808755646    -0.05800336693754
       575      0.2961903173801    -0.05796712237946
       576      0.2956618586187    -0.05794539302359
       577      0.2953930909622    -0.05793427866635
       578      0.2948062134945    -0.05790986230194
       579      0.2938172441071    -0.05786826456779
       580      0.2925331253105    -0.05781341380636
       581      0.2910929985421    -0.05775078875498
       582      0.2896529223233    -0.05768701161218
       583      0.2883689338592    -0.05762919040204
       584      0.2873801196315    -0.05758405637369
       585      0.2867933567756    -0.05755702785407
       586      0.2864772628655    -0.05754238450368
       587      0.2857522950199    -0.05750859977239
       588      0.2845306275154    -0.05745108369747
       589      0.2829443715564     -0.0573752933184
       590      0.2811654142595     -0.0572887781164
       591      0.2793865371051    -0.05720063097141
       592      0.2778004877785    -0.05712063293756
       593      0.2765790662681      -0.057058107685
       594       0.275854280131    -0.05702062282338
       595      0.2755426089051     -0.0570044119079
       596      0.2749740122379    -0.05697468780472
       597      0.2740158519303    -0.05692417644295
       598       0.272771744663    -0.05685778572912
       599      0.2713765032092     -0.0567822232033
       600      0.2699813270354    -0.05670546508066
       601      0.2687373880802     -0.0566359917477
       602      0.2677794281466    -0.05658181055378
       603      0.2672109794898    -0.05654937565489
       604      0.2669418923969    -0.05653394805061
       605      0.2663936778112    -0.05650236715452
       606      0.2654698692029    -0.05644869130031
       607      0.2642703737831     -0.0563781488444
       608      0.2629251727311    -0.05629791402666
       609      0.2615800415642    -0.05621651581578
       610      0.2603807263302    -0.05614297377182
       611      0.2594571322316    -0.05608572693326
       612      0.2589090760978    -0.05605150825738
       613      0.2586098714864     -0.0560327494459
       614      0.2579162864187    -0.05598905582301
       615      0.2567475180643    -0.05591477376155
       616      0.2552299744833    -0.05581712089778
       617      0.2535281090356    -0.05570602306969
       618      0.2518263505374    -0.05559329843347
       619      0.2503090827057    -0.05549145115414
       620      0.2491406426284    -0.05541217567625
       621      0.2484473000492    -0.05536479356535
       622      0.2480674904842    -0.05533873057114
       623      0.2471846978205     -0.0552778594339
       624      0.2456971032765    -0.05517437262407
       625      0.2437656103624    -0.05503832195893
       626       0.241599542636    -0.05488353152432
       627      0.2394336388275    -0.05472646354629
       628      0.2375025685447    -0.05458454066837
       629      0.2360154771396    -0.05447406303862
       630      0.2351330561297    -0.05440802799089
       631      0.2346881740727    -0.05437460112966
       632      0.2337244162081    -0.05430188460013
       633      0.2321003883009    -0.05417841296279
       634       0.229991756271     -0.0540163237742
       635       0.227627051036    -0.05383213271072
       636      0.2252625481835    -0.05364536197437
       637      0.2231544379586    -0.05347662158969
       638      0.2215310312558    -0.05334523175935
       639      0.2205677322564    -0.05326666629646
       640      0.2201608795775     -0.0532333455008
       641       0.219435802305    -0.05317376040271
       642      0.2182139695452    -0.05307278337385
       643      0.2166275364499    -0.05294058036911
       644      0.2148484335777    -0.05279080425414
       645      0.2130694702462     -0.0526393802165
       646      0.2114833969301    -0.05250292835645
       647      0.2102619924846    -0.05239689310108
       648      0.2095372315951    -0.05233357164171
       649      0.2091981303253    -0.05230384043802
       650      0.2085156800318    -0.05224380003272
       651      0.2073656886424    -0.05214199696596
       652      0.2058725546342    -0.05200861580135
       653      0.2041981096159    -0.05185738430959
       654      0.2025238263862    -0.05170437250234
       655      0.2010311095188    -0.05156640113267
       656       0.199881614732     -0.0514591334654
       657      0.1991995312641    -0.05139505652244
       658      0.1988840414291    -0.05136531490132
       659      0.1982568947695    -0.05130600950704
       660      0.1972000993914    -0.05120550124037
       661      0.1958279738818    -0.05107394544752
       662      0.1942892296595    -0.05092502270156
       663      0.1927506238288    -0.05077467660918
       664      0.1913788551359     -0.0506394509882
       665      0.1903224845451      -0.050534573822
       666      0.1896956516632    -0.05047204125175
       667      0.1894258924246    -0.05044506113929
       668      0.1889332677404    -0.05039568539998
       669      0.1881031416667    -0.05031218280288
       670      0.1870252980428    -0.05020320644431
       671      0.1858165415231    -0.05008025473634
       672      0.1846078630022    -0.04995653856391
       673      0.1835302204835    -0.04984559117904
       674      0.1827003338239    -0.04975974209173
       675      0.1822078859877    -0.04970863306997
       676      0.1819817636906    -0.04968512162275
       677      0.1815358440332    -0.04963867375704
       678       0.180784418801     -0.0495601651431
       679      0.1798087575163    -0.04945777934886
       680      0.1787145903271    -0.04934235039473
       681      0.1776204907385    -0.04922628245297
       682       0.176645003749    -0.04912224915058
       683      0.1758937860136    -0.04904177919205
       684      0.1754480196279    -0.04899388253951
       685      0.1752095496637    -0.04896821432549
       686      0.1746657125723    -0.04890955979649
       687      0.1737492942511    -0.04881035152946
       688      0.1725594208701    -0.04868084311262
       689      0.1712250472577    -0.04853466257533
       690      0.1698907831007    -0.04838748637401
       691      0.1687011919298    -0.04825541082672
       692      0.1677851095774    -0.04815314641246
       693      0.1672415206562    -0.04809223439854
       694      0.1669994381956    -0.04806505103549
       695      0.1665384257887    -0.04801318376216
       696      0.1657615742932    -0.04792548912703
       697      0.1647529129282    -0.04781106823917
       698       0.163621757852    -0.04768198479847
       699      0.1624906966338    -0.04755208161133
       700      0.1614822772637    -0.04743554716312
       701      0.1607057138609    -0.04734533635217
